Union ID,Loci,Union length,Occupancy score,Occupancy frequency,Constitutive,Genomic feature,Motif
6504,chr1:65046262-65047122,860,1222,0.909,Y,Intergenic,chr1:65046597-65046616(+)
6521,chr1:65111600-65112437,837,1298,0.966,Y,"Intron:Gm28845,D630023F18Rik",chr1:65112197-65112216(+)
6532,chr1:65178211-65178831,620,1188,0.884,Y,Intron:Idh1,chr1:65178396-65178415(-)
6551,chr1:65282686-65283450,764,1198,0.891,Y,Promoter:Pth2r,chr1:65282965-65282984(+)
6561,chr1:65388156-65388719,563,1173,0.873,Y,Exon:Pth2r;Intron:Pth2r,chr1:65388475-65388494(-)
6680,chr1:66838214-66839238,1024,1271,0.946,Y,Exon:Acadl;Intron:Acadl,chr1:66838676-66838695(-)
6710,chr1:67061384-67061924,540,1272,0.946,Y,Intergenic,chr1:67061629-67061648(+)
6724,chr1:67181149-67181597,448,1205,0.897,Y,Intron:Cps1,chr1:67181366-67181385(+)
6805,chr1:69138805-69139535,730,1205,0.897,Y,Intergenic,chr1:69139071-69139090(-)
6814,chr1:69241461-69242208,747,1309,0.974,Y,Intergenic,chr1:69241904-69241923(+)
6855,chr1:69688935-69689445,510,1202,0.894,Y,Promoter:Ikzf2,chr1:69689209-69689228(-)
6864,chr1:69785016-69785564,548,1146,0.853,Y,Intergenic,chr1:69785309-69785328(+)
6865,chr1:69790255-69791020,765,1236,0.92,Y,Intergenic,chr1:69790429-69790448(+)
6927,chr1:71036717-71037378,661,1164,0.866,Y,Intron:Bard1,chr1:71037156-71037175(+)
6947,chr1:71289512-71290106,594,1218,0.906,Y,Intron:Abca12,"chr1:71289696-71289715(+),chr1:71289694-71289713(-)"
6966,chr1:71505897-71506295,398,1161,0.864,Y,Intergenic,chr1:71506029-71506048(-)
7059,chr1:72123493-72124329,836,1273,0.947,Y,Promoter:Gm4319,chr1:72123840-72123859(-)
7063,chr1:72141415-72142328,913,1296,0.964,Y,Intergenic,"chr1:72141688-72141707(-),chr1:72141650-72141669(+),chr1:72142049-72142068(-)"
7106,chr1:72306470-72307848,1378,1166,0.868,Y,Promoter:Xrcc5;Exon:Xrcc5;Intron:Xrcc5,"chr1:72307604-72307623(+),chr1:72307042-72307061(+),chr1:72306710-72306729(+)"
7107,chr1:72313431-72314426,995,1260,0.938,Y,Exon:Xrcc5;Intron:Xrcc5,"chr1:72313577-72313596(+),chr1:72313827-72313846(+)"
7164,chr1:72716760-72717381,621,1269,0.944,Y,Intergenic,chr1:72717152-72717171(+)
7166,chr1:72718646-72719242,596,1165,0.867,Y,Intergenic,chr1:72719025-72719044(+)
7192,chr1:72854815-72855320,505,1298,0.966,Y,Intergenic,"chr1:72855099-72855118(+),chr1:72855097-72855116(-)"
7194,chr1:72865566-72866424,858,1312,0.976,Y,Intron:Igfbp5,"chr1:72866002-72866021(+),chr1:72866300-72866319(-)"
7295,chr1:73826240-73826700,460,1304,0.97,Y,"Intron:6030407O03Rik,Gm29183","chr1:73826584-73826603(-),chr1:73826492-73826511(-)"
7296,chr1:73902379-73903000,621,1261,0.938,Y,Intergenic,chr1:73902509-73902528(+)
7313,chr1:73986676-73987331,655,1191,0.886,Y,Intron:Tns1,chr1:73986859-73986878(-)
7315,chr1:73996209-73996726,517,1252,0.932,Y,Intron:Tns1,chr1:73996450-73996469(-)
7340,chr1:74077142-74077810,668,1253,0.932,Y,Intron:Tns1,"chr1:74077544-74077563(-),chr1:74077216-74077235(-)"
7341,chr1:74082777-74083452,675,1293,0.962,Y,Intron:Tns1,chr1:74083028-74083047(-)
7350,chr1:74124279-74125675,1396,1271,0.946,Y,"Promoter:Rufy4,Tns1;Exon:Rufy4,Tns1;Intron:Rufy4,Tns1","chr1:74124385-74124404(+),chr1:74125300-74125319(-),chr1:74125375-74125394(-),chr1:74125477-74125496(-)"
7352,chr1:74139219-74139920,701,1129,0.84,Y,Intron:Rufy4,chr1:74139637-74139656(-)
7360,chr1:74195967-74196566,599,1207,0.898,Y,Promoter:Cxcr1,"chr1:74196156-74196175(-),chr1:74195993-74196012(-)"
7362,chr1:74205682-74206391,709,1261,0.938,Y,Promoter:Mir1928,chr1:74206001-74206020(+)
7398,chr1:74313216-74313734,518,1215,0.904,Y,Intron:Pnkd,chr1:74313499-74313518(+)
7411,chr1:74361779-74362425,646,1237,0.92,Y,Promoter:Catip;Exon:Catip;Intron:Catip,"chr1:74362003-74362022(-),chr1:74362171-74362190(-)"
7418,chr1:74390450-74391684,1234,1252,0.932,Y,Promoter:Ctdsp1;Exon:Ctdsp1,"chr1:74390730-74390749(+),chr1:74391171-74391190(-),chr1:74390741-74390760(-)"
7420,chr1:74397367-74398126,759,1202,0.894,Y,Intergenic,chr1:74397553-74397572(+)
7421,chr1:74398139-74398613,474,1182,0.879,Y,Intergenic,chr1:74398376-74398395(-)
7427,chr1:74452595-74453325,730,1153,0.858,Y,Exon:Usp37;Intron:Usp37,chr1:74452901-74452920(-)
7473,chr1:74661262-74662200,938,1129,0.84,Y,Promoter:Ttll4;Exon:Ttll4;Intron:Ttll4,"chr1:74661798-74661817(+),chr1:74661912-74661931(-)"
7497,chr1:74748600-74749437,837,1139,0.847,Y,Promoter:Prkag3;Exon:Prkag3;Intron:Prkag3,"chr1:74749003-74749022(+),chr1:74749278-74749297(-)"
7506,chr1:74787609-74788272,663,1235,0.919,Y,Intergenic,chr1:74788015-74788034(+)
7514,chr1:74807973-74808688,715,1284,0.955,Y,Intergenic,"chr1:74808158-74808177(-),chr1:74808061-74808080(-),chr1:74808298-74808317(-),chr1:74808224-74808243(-)"
7531,chr1:74880713-74881186,473,1288,0.958,Y,Intergenic,chr1:74880954-74880973(+)
7535,chr1:74893075-74893891,816,1123,0.836,Y,Promoter:Cryba2;Exon:Cryba2;Intron:Cryba2,chr1:74893658-74893677(+)
7536,chr1:74894742-74895562,820,1188,0.884,Y,Promoter:Cryba2,"chr1:74895142-74895161(+),chr1:74895434-74895453(+)"
7538,chr1:74901466-74902444,978,1194,0.888,Y,"Promoter:Gm15841,Mir375;Exon:Ccdc108,Gm15841;Intron:Ccdc108",chr1:74901879-74901898(-)
7541,chr1:74926716-74927139,423,1215,0.904,Y,Exon:Ccdc108;Intron:Ccdc108,"chr1:74926889-74926908(+),chr1:74926800-74926819(-)"
7544,chr1:74948662-74949182,520,1244,0.926,Y,Intron:Ihh,"chr1:74948749-74948768(+),chr1:74949001-74949020(+),chr1:74949143-74949162(+)"
7547,chr1:74964256-74964909,653,1186,0.882,Y,Intergenic,
7555,chr1:75000503-75001042,539,1255,0.934,Y,Intron:Nhej1,chr1:75000689-75000708(-)
7558,chr1:75016717-75017593,876,1276,0.949,Y,Intron:Nhej1,"chr1:75017457-75017476(-),chr1:75017052-75017071(-)"
7570,chr1:75124317-75125507,1190,1307,0.972,Y,Promoter:Nhej1,chr1:75124653-75124672(+)
7574,chr1:75142294-75143131,837,1157,0.861,Y,"Promoter:Fam134a,Cnppd1;Exon:Fam134a,Cnppd1;Intron:Fam134a,Cnppd1","chr1:75143113-75143132(-),chr1:75142775-75142794(-)"
7598,chr1:75234600-75235065,465,1136,0.845,Y,Promoter:Dnajb2,"chr1:75234816-75234835(-),chr1:75234828-75234847(+)"
7602,chr1:75251466-75252145,679,1282,0.954,Y,Promoter:Gm28294;Exon:Ptprn;Intron:Ptprn,chr1:75251784-75251803(-)
7604,chr1:75254212-75254661,449,1266,0.942,Y,"Promoter:Gm28294;Exon:Ptprn;Intron:Gm28294,Ptprn",chr1:75254413-75254432(-)
7617,chr1:75316982-75318540,1558,1264,0.94,Y,Promoter:Dnpep;Exon:Dnpep;Intron:Dnpep,"chr1:75317094-75317113(+),chr1:75317537-75317556(-)"
7624,chr1:75342573-75343238,665,1253,0.932,Y,Intergenic,chr1:75343051-75343070(+)
7628,chr1:75371350-75371987,637,1118,0.832,Y,Intron:Gm15179,"chr1:75371605-75371624(+),chr1:75371585-75371604(+)"
7635,chr1:75398606-75399138,532,1223,0.91,Y,Intron:Speg,"chr1:75399063-75399082(-),chr1:75398978-75398997(+),chr1:75398874-75398893(+)"
7639,chr1:75413768-75414344,576,1183,0.88,Y,Exon:Speg;Intron:Speg,chr1:75413950-75413969(+)
7642,chr1:75425804-75426205,401,1288,0.958,Y,Intron:Speg,chr1:75425995-75426014(+)
7646,chr1:75445673-75446098,425,1320,0.982,Y,Intergenic,chr1:75445907-75445926(+)
7649,chr1:75456631-75457389,758,1176,0.875,Y,Intron:Asic4,"chr1:75456892-75456911(+),chr1:75456710-75456729(-),chr1:75457237-75457256(-)"
7651,chr1:75467220-75468267,1047,1274,0.948,Y,Intron:Asic4,"chr1:75467361-75467380(+),chr1:75467793-75467812(-)"
7653,chr1:75477203-75477736,533,1327,0.987,Y,"Promoter:Tmem198,Chpf;Exon:Chpf;Intron:Chpf","chr1:75477573-75477592(+),chr1:75477339-75477358(+)"
7661,chr1:75495001-75495695,694,1221,0.908,Y,Intron:Obsl1,chr1:75495374-75495393(-)
7676,chr1:75559266-75559978,712,1324,0.985,Y,Exon:Slc4a3,"chr1:75559671-75559690(-),chr1:75559730-75559749(-)"
7686,chr1:75597399-75598114,715,1206,0.897,Y,Intergenic,chr1:75597825-75597844(-)
7696,chr1:75653065-75654020,955,1270,0.945,Y,Intergenic,chr1:75653736-75653755(+)
7843,chr1:77516168-77516939,771,1203,0.895,Y,"Promoter:Epha4,Gm28386;Exon:Gm28386",chr1:77516441-77516460(-)
7879,chr1:77942779-77943846,1067,1205,0.897,Y,Exon:Gm28387;Intron:Gm28387,chr1:77943280-77943299(+)
7882,chr1:77972266-77972900,634,1195,0.889,Y,Promoter:Gm28387;Exon:Gm28387;Intron:Gm28387,chr1:77972547-77972566(-)
7883,chr1:77978480-77979099,619,1245,0.926,Y,Intergenic,chr1:77978878-77978897(+)
7934,chr1:78419525-78420307,782,1188,0.884,Y,Exon:Sgpp2;Intron:Farsb,chr1:78419766-78419785(-)
7939,chr1:78454395-78455381,986,1186,0.882,Y,Exon:Farsb;Intron:Farsb,chr1:78454862-78454881(-)
7947,chr1:78525085-78525826,741,1312,0.976,Y,Intron:Mogat1,"chr1:78525434-78525453(+),chr1:78525383-78525402(+)"
7952,chr1:78536830-78537985,1155,1278,0.951,Y,Exon:Mogat1;Intron:Mogat1,chr1:78536968-78536987(+)
7987,chr1:78724261-78725001,740,1299,0.967,Y,Intergenic,chr1:78724639-78724658(+)
8112,chr1:80180785-80181438,653,1199,0.892,Y,Intergenic,chr1:80181195-80181214(+)
8149,chr1:80408516-80409050,534,1169,0.87,Y,Intergenic,"chr1:80408708-80408727(+),chr1:80408705-80408724(-)"
8241,chr1:81287054-81287801,747,1119,0.833,Y,Intron:Nyap2,chr1:81287365-81287384(-)
8249,chr1:81310034-81310460,426,1138,0.847,Y,Intron:Nyap2,chr1:81310298-81310317(+)
8250,chr1:81316361-81317048,687,1258,0.936,Y,Intron:Nyap2,chr1:81316764-81316783(+)
8356,chr1:82476135-82476741,606,1204,0.896,Y,Intron:Col4a4,chr1:82476463-82476482(-)
8364,chr1:82554063-82555157,1094,1234,0.918,Y,Intron:Col4a4,chr1:82554525-82554544(+)
8372,chr1:82641605-82642128,523,1306,0.972,Y,Intron:Col4a3,"chr1:82641863-82641882(+),chr1:82641861-82641880(-)"
8388,chr1:82787307-82787728,421,1140,0.848,Y,Intergenic,chr1:82787511-82787530(+)
8393,chr1:82803445-82804090,645,1167,0.868,Y,Intergenic,chr1:82803799-82803818(+)
8407,chr1:82839066-82839573,507,1311,0.975,Y,"Promoter:Gm22396,Agfg1;Exon:Gm22396,Agfg1","chr1:82839374-82839393(+),chr1:82839361-82839380(-)"
8432,chr1:82987526-82988346,820,1218,0.906,Y,Intergenic,chr1:82987958-82987977(-)
8444,chr1:83064518-83065405,887,1206,0.897,Y,Promoter:Gm29518,"chr1:83064985-83065004(+),chr1:83065375-83065394(+)"
8445,chr1:83075962-83076792,830,1273,0.947,Y,Intergenic,chr1:83076319-83076338(-)
8457,chr1:83187116-83187730,614,1150,0.856,Y,Intron:Daw1,"chr1:83187301-83187320(+),chr1:83187350-83187369(-),chr1:83187352-83187371(+)"
8477,chr1:83727174-83727767,593,1170,0.871,Y,Intron:4933436I20Rik,chr1:83727306-83727325(+)
8530,chr1:84286778-84287385,607,1187,0.883,Y,Intron:Pid1,chr1:84287004-84287023(-)
8554,chr1:84470247-84470806,559,1151,0.856,Y,Intron:Dner,chr1:84470538-84470557(-)
8581,chr1:84697007-84697690,683,1188,0.884,Y,"Promoter:Dner,Mir5126","chr1:84697198-84697217(-),chr1:84697443-84697462(-),chr1:84697180-84697199(+),chr1:84697342-84697361(+)"
8591,chr1:84733611-84734385,774,1194,0.888,Y,Intron:Trip12,chr1:84734003-84734022(+)
8638,chr1:84933269-84933974,705,1193,0.888,Y,Promoter:Slc16a14;Intron:Slc16a14,chr1:84933638-84933657(+)
8655,chr1:85736256-85737140,884,1292,0.961,Y,Exon:A630001G21Rik;Intron:A630001G21Rik,chr1:85736676-85736695(-)
8668,chr1:85792960-85793555,595,1215,0.904,Y,Promoter:Cab39;Exon:Cab39,chr1:85793354-85793373(+)
8683,chr1:85853264-85853919,655,1318,0.981,Y,Intergenic,"chr1:85853486-85853505(+),chr1:85853526-85853545(+)"
8689,chr1:85895467-85895980,513,1113,0.828,Y,Promoter:Itm2c;Intron:Itm2c,chr1:85895522-85895541(-)
8694,chr1:85935211-85935889,678,1258,0.936,Y,Promoter:Gm28884;Exon:Gm28884;Intron:4933407L21Rik,chr1:85935630-85935649(+)
8705,chr1:86007791-86008485,694,1303,0.969,Y,Intergenic,chr1:86008033-86008052(-)
8717,chr1:86059338-86059957,619,1303,0.969,Y,Intergenic,chr1:86059625-86059644(+)
8719,chr1:86064098-86065048,950,1261,0.938,Y,Promoter:Psmd1;Exon:Psmd1;Intron:Psmd1,chr1:86064653-86064672(+)
8746,chr1:86178621-86179565,944,1325,0.986,Y,Intron:Armc9,"chr1:86179001-86179020(+),chr1:86179051-86179070(+)"
8753,chr1:86213936-86214573,637,1316,0.979,Y,Intron:Armc9,"chr1:86214317-86214336(+),chr1:86214327-86214346(+)"
8786,chr1:86313514-86314210,696,1118,0.832,Y,Intergenic,"chr1:86313662-86313681(+),chr1:86313924-86313943(-)"
8793,chr1:86339177-86339898,721,1271,0.946,Y,Intergenic,chr1:86339617-86339636(-)
8802,chr1:86371780-86372394,614,1275,0.949,Y,Exon:C130036L24Rik,"chr1:86372138-86372157(+),chr1:86372245-86372264(+)"
8803,chr1:86380992-86381450,458,1258,0.936,Y,Intergenic,chr1:86381253-86381272(-)
8804,chr1:86389176-86389885,709,1308,0.973,Y,Promoter:Nmur1,chr1:86389467-86389486(+)
8808,chr1:86404616-86405273,657,1212,0.902,Y,Intergenic,"chr1:86405036-86405055(-),chr1:86405260-86405279(-)"
8809,chr1:86415529-86416664,1135,1317,0.98,Y,Intergenic,"chr1:86416428-86416447(+),chr1:86416073-86416092(-),chr1:86415685-86415704(-)"
8814,chr1:86429927-86430546,619,1309,0.974,Y,Intergenic,chr1:86430127-86430146(-)
8819,chr1:86440216-86440927,711,1312,0.976,Y,Intergenic,"chr1:86440668-86440687(+),chr1:86440696-86440715(-)"
8828,chr1:86470436-86471859,1423,1155,0.859,Y,Promoter:Rpl30-ps6,chr1:86471555-86471574(+)
8837,chr1:86500772-86502060,1288,1318,0.981,Y,Intergenic,"chr1:86501779-86501798(+),chr1:86501186-86501205(+)"
8839,chr1:86509269-86509777,508,1267,0.943,Y,Intergenic,"chr1:86509547-86509566(+),chr1:86509654-86509673(+)"
8842,chr1:86525309-86525735,426,1277,0.95,Y,Promoter:Ptma,"chr1:86525349-86525368(+),chr1:86525470-86525489(-),chr1:86525508-86525527(-)"
8844,chr1:86528088-86528584,496,1184,0.881,Y,Promoter:Ptma;Intron:Ptma,"chr1:86528162-86528181(+),chr1:86528427-86528446(+),chr1:86528385-86528404(+)"
8846,chr1:86532260-86532793,533,1212,0.902,Y,Intergenic,chr1:86532544-86532563(-)
8863,chr1:86598424-86599091,667,1163,0.865,Y,Exon:Cops7b;Intron:Cops7b,chr1:86598680-86598699(+)
8869,chr1:86618044-86619147,1103,1199,0.892,Y,Intergenic,chr1:86618642-86618661(+)
8874,chr1:86649984-86651324,1340,1306,0.972,Y,Intergenic,"chr1:86650439-86650458(+),chr1:86650991-86651010(+),chr1:86651029-86651048(-)"
8927,chr1:87040930-87041493,563,1169,0.87,Y,"Intron:Dis3l2,Gm28375",chr1:87041285-87041304(-)
8928,chr1:87041874-87042511,637,1276,0.949,Y,"Intron:Dis3l2,Gm28375",chr1:87042257-87042276(-)
8934,chr1:87070637-87071477,840,1131,0.842,Y,Exon:Akp-ps1;Intron:Akp-ps1,"chr1:87071390-87071409(-),chr1:87070895-87070914(-),chr1:87071355-87071374(+)"
8939,chr1:87098287-87099130,843,1211,0.901,Y,Exon:Alpi;Intron:Alpi,chr1:87098762-87098781(+)
8952,chr1:87174265-87174845,580,1257,0.935,Y,Intergenic,"chr1:87174465-87174484(+),chr1:87174502-87174521(-)"
8957,chr1:87186878-87187444,566,1286,0.957,Y,Exon:Prss56;Intron:Prss56,chr1:87187212-87187231(-)
8968,chr1:87245758-87246581,823,1316,0.979,Y,Intergenic,"chr1:87245852-87245871(+),chr1:87246360-87246379(+)"
8998,chr1:87418618-87419301,683,1250,0.93,Y,Exon:Gigyf2;Intron:Gigyf2,chr1:87418876-87418895(+)
9003,chr1:87447241-87448039,798,1287,0.958,Y,Intron:Gigyf2,chr1:87447668-87447687(+)
9028,chr1:87568375-87568964,589,1166,0.868,Y,Intron:Ngef,
9037,chr1:87607483-87608930,1447,1291,0.961,Y,Intergenic,"chr1:87607609-87607628(+),chr1:87608601-87608620(-)"
9052,chr1:87663925-87664504,579,1113,0.828,Y,Intron:Inpp5d,chr1:87664204-87664223(-)
9071,chr1:87766031-87766834,803,1221,0.908,Y,Exon:Atg16l1;Intron:Atg16l1,chr1:87766431-87766450(+)
9161,chr1:88318304-88319151,847,1205,0.897,Y,Exon:Trpm8;Intron:Trpm8,chr1:88318724-88318743(+)
9168,chr1:88357420-88357878,458,1228,0.914,Y,Intron:Trpm8,chr1:88357624-88357643(+)
9175,chr1:88424543-88425149,606,1304,0.97,Y,Intron:Spp2,"chr1:88424809-88424828(+),chr1:88424929-88424948(+)"
9179,chr1:88445240-88445907,667,1156,0.86,Y,Intron:Gm29538,chr1:88445587-88445606(+)
9181,chr1:88456469-88457097,628,1291,0.961,Y,Intron:Gm29538,"chr1:88456790-88456809(-),chr1:88456874-88456893(+)"
9205,chr1:88562172-88562973,801,1277,0.95,Y,Intergenic,chr1:88562527-88562546(+)
9243,chr1:88705753-88706188,435,1284,0.955,Y,Intergenic,chr1:88706017-88706036(-)
9247,chr1:88742323-88743009,686,1201,0.894,Y,Intergenic,chr1:88742574-88742593(-)
9248,chr1:88745096-88745654,558,1203,0.895,Y,Intergenic,"chr1:88745409-88745428(+),chr1:88745366-88745385(+)"
9323,chr1:89191495-89191944,449,1209,0.9,Y,Intergenic,"chr1:89191641-89191660(-),chr1:89191831-89191850(-)"
9378,chr1:89524354-89524853,499,1229,0.914,Y,Intron:Agap1,chr1:89524589-89524608(-)
9396,chr1:89606295-89607077,782,1171,0.871,Y,Intron:Agap1,chr1:89606759-89606778(-)
9405,chr1:89646585-89646986,401,1206,0.897,Y,Intron:Agap1,chr1:89646812-89646831(+)
9450,chr1:89943167-89943685,518,1140,0.848,Y,Intergenic,chr1:89943416-89943435(-)
9465,chr1:90051215-90051762,547,1149,0.855,Y,Intron:Iqca,chr1:90051576-90051595(+)
9466,chr1:90060404-90060970,566,1147,0.853,Y,Intron:Iqca,chr1:90060746-90060765(+)
9543,chr1:90557020-90557555,535,1144,0.851,Y,Intergenic,"chr1:90557329-90557348(-),chr1:90557238-90557257(-)"
9549,chr1:90592628-90593369,741,1281,0.953,Y,Intergenic,chr1:90593032-90593051(-)
9558,chr1:90650392-90651053,661,1292,0.961,Y,Intergenic,chr1:90650840-90650859(+)
9593,chr1:90906131-90906730,599,1222,0.909,Y,Intergenic,"chr1:90906675-90906694(+),chr1:90906672-90906691(-),chr1:90906534-90906553(+)"
9596,chr1:90927958-90928921,963,1230,0.915,Y,Exon:Mlph;Intron:Mlph,"chr1:90928095-90928114(+),chr1:90928673-90928692(+),chr1:90928670-90928689(+),chr1:90928508-90928527(+)"
9597,chr1:90956180-90957463,1283,1235,0.919,Y,Intergenic,"chr1:90957029-90957048(+),chr1:90956421-90956440(-),chr1:90956882-90956901(-)"
9598,chr1:90973066-90973642,576,1297,0.965,Y,Promoter:Gm28199,chr1:90973434-90973453(+)
9634,chr1:91098851-91099371,520,1289,0.959,Y,Intron:Lrrfip1,chr1:91099125-91099144(-)
9644,chr1:91178733-91179509,776,1135,0.844,Y,Promoter:Ramp1,chr1:91179208-91179227(+)
9653,chr1:91211026-91211588,562,1186,0.882,Y,Intron:Ramp1,"chr1:91211333-91211352(+),chr1:91211330-91211349(-)"
9684,chr1:91346849-91347384,535,1301,0.968,Y,Exon:Espnl,chr1:91347108-91347127(+)
9685,chr1:91365641-91367006,1365,1172,0.872,Y,Promoter:Fam132b;Exon:Fam132b;Intron:Fam132b,chr1:91366365-91366384(+)
9686,chr1:91380436-91381084,648,1268,0.943,Y,Intron:Ilkap,chr1:91380674-91380693(-)
9697,chr1:91428583-91429030,447,1250,0.93,Y,Intron:Per2,"chr1:91428811-91428830(-),chr1:91428813-91428832(+)"
9712,chr1:91483268-91483943,675,1246,0.927,Y,Promoter:Gm28382;Exon:Gm28382;Intron:Gm28382,chr1:91483495-91483514(-)
9722,chr1:91523678-91524228,550,1200,0.893,Y,Intron:Traf3ip1,chr1:91523946-91523965(+)
9767,chr1:91755103-91755621,518,1228,0.914,Y,Intergenic,"chr1:91755261-91755280(-),chr1:91755418-91755437(-)"
9784,chr1:91874620-91875375,755,1239,0.922,Y,Intergenic,"chr1:91874840-91874859(+),chr1:91874838-91874857(-)"
9791,chr1:91913810-91914462,652,1253,0.932,Y,Promoter:Gm37600,chr1:91914009-91914028(+)
9801,chr1:91962061-91962726,665,1242,0.924,Y,Intron:Hdac4,chr1:91962447-91962466(+)
9868,chr1:92360094-92360693,599,1308,0.973,Y,Intergenic,chr1:92360491-92360510(-)
9884,chr1:92453261-92454750,1489,1175,0.874,Y,Intron:Ndufa10,chr1:92454592-92454611(+)
9894,chr1:92520872-92521791,919,1147,0.853,Y,Intergenic,chr1:92521478-92521497(+)
9898,chr1:92610897-92611567,670,1253,0.932,Y,Intergenic,chr1:92611207-92611226(-)
9903,chr1:92647738-92649189,1451,1324,0.985,Y,Promoter:Otos;Exon:Otos;Intron:Otos,"chr1:92647961-92647980(-),chr1:92648951-92648970(+)"
9914,chr1:92696534-92697303,769,1259,0.937,Y,Intergenic,chr1:92697028-92697047(+)
9946,chr1:92833877-92834415,538,1280,0.952,Y,"Intron:Gpc1,Gm29481","chr1:92834177-92834196(-),chr1:92834187-92834206(-)"
9958,chr1:92895017-92895507,490,1316,0.979,Y,Intron:Ankmy1,chr1:92895258-92895277(-)
9971,chr1:92956523-92957246,723,1239,0.922,Y,Intergenic,chr1:92956819-92956838(+)
9978,chr1:93014438-93015000,562,1266,0.942,Y,Intergenic,"chr1:93014721-93014740(-),chr1:93014651-93014670(+),chr1:93014648-93014667(+),chr1:93014639-93014658(-)"
9985,chr1:93080713-93081342,629,1227,0.913,Y,Intron:Kif1a,chr1:93080832-93080851(+)
9996,chr1:93128678-93129158,480,1116,0.83,Y,Intergenic,chr1:93128902-93128921(+)
10004,chr1:93174334-93174766,432,1327,0.987,Y,Intron:Crocc2,chr1:93174577-93174596(+)
10016,chr1:93223966-93224375,409,1204,0.896,Y,Exon:Crocc2;Intron:Crocc2,chr1:93224164-93224183(+)
10096,chr1:93668471-93669223,752,1164,0.866,Y,Intergenic,chr1:93668865-93668884(+)
10116,chr1:93726790-93727377,587,1237,0.92,Y,Intron:Thap4,"chr1:93727125-93727144(-),chr1:93727160-93727179(-)"
10132,chr1:93803579-93804225,646,1300,0.967,Y,"Promoter:Ing5,Dtymk;Exon:Ing5;Intron:Ing5",chr1:93803825-93803844(-)
10170,chr1:94034669-94035690,1021,1286,0.957,Y,Intergenic,
10176,chr1:94079122-94079810,688,1317,0.98,Y,Intergenic,"chr1:94079306-94079325(-),chr1:94079216-94079235(-)"
10272,chr1:95762158-95762888,730,1203,0.895,Y,Intergenic,chr1:95762421-95762440(-)
10303,chr1:96801614-96802349,735,1113,0.828,Y,Intergenic,chr1:96801831-96801850(-)
10308,chr1:96846353-96847158,805,1118,0.832,Y,Intron:Slco4c1,chr1:96846897-96846916(+)
10351,chr1:97688759-97689385,626,1252,0.932,Y,Intergenic,chr1:97688957-97688976(-)
10414,chr1:98179074-98179542,468,1180,0.878,Y,Intron:Gm29461,chr1:98179246-98179265(-)
10646,chr1:104986142-104986635,493,1238,0.921,Y,Intron:Cdh20,chr1:104986408-104986427(+)
10677,chr1:105362644-105363180,536,1158,0.862,Y,Intergenic,chr1:105362917-105362936(-)
10702,chr1:105630327-105631120,793,1141,0.849,Y,Intron:Pign,chr1:105630710-105630729(-)
10707,chr1:105659972-105660547,575,1116,0.83,Y,Intron:Pign,chr1:105660216-105660235(+)
10739,chr1:105891075-105891505,430,1193,0.888,Y,Promoter:Gm37779,"chr1:105891224-105891243(+),chr1:105891222-105891241(-)"
10764,chr1:106036761-106037512,751,1272,0.946,Y,Intergenic,"chr1:106037145-106037164(-),chr1:106037432-106037451(+)"
10774,chr1:106070782-106071639,857,1274,0.948,Y,Intergenic,chr1:106071432-106071451(+)
10787,chr1:106170899-106173006,2107,1170,0.871,Y,"Promoter:Phlpp1,Gm20753;Exon:Phlpp1,Gm20753;Intron:Gm20753","chr1:106171717-106171736(+),chr1:106172118-106172137(-),chr1:106171313-106171332(+),chr1:106171345-106171364(+),chr1:106172751-106172770(-)"
10825,chr1:106389702-106390385,683,1174,0.874,Y,Exon:Phlpp1;Intron:Phlpp1,chr1:106389942-106389961(-)
10826,chr1:106395409-106395952,543,1263,0.94,Y,Intergenic,chr1:106395712-106395731(-)
