Union ID,Loci,Union length,Occupancy score,Occupancy frequency,Constitutive,Genomic feature,Motif,Cell type gain,Cell type lost
2888,chr1:10530232-10530744,512,1582,0.754,Y,Intron:PEX14,chr1:10530472-10530491(-),,"A549-ACE2,HEC-1-B,RMG-II,T-ALL,AG09319,T-lymphocyte,LoVo,KMS-11,Jurkat,MM1.S,PC-9,HaCaT,GBM8,Calu-3,DLD-1,neutrophil,LCL1,RKO,EFO-27,Mutu-LCL,GP5d,DND-41,OCI-Ly3,NCI-H929,SU-DHL-6,GM12865,GFTR230,FULVR,93-VU147T,HMS001,SiHa,VCaP,CUTLL1,brain,Ca-Ski,LNCaP,CP-A,EndoC-[beta]H3"
2941,chr1:10692136-10692774,638,1615,0.77,Y,Intron:CASZ1,chr1:10692546-10692565(+),,"RUES1,macrophage,tibial_artery,astrocyte,osteocyte,ovary,hESC"
3007,chr1:10866828-10867922,1094,1960,0.935,Y,Intergenic,chr1:10867283-10867302(-),,"tongue,MCF-10CA1a,BE2C,HMS001,Ca-Ski"
3019,chr1:10909808-10910623,815,1918,0.915,Y,Intergenic,chr1:10910091-10910110(-),,"GBM8,neutrophil,ovary,lymph_node,cortex"
3029,chr1:10941711-10942524,813,2079,0.991,Y,Intergenic,"chr1:10941944-10941963(+),chr1:10942131-10942150(-)",,
3037,chr1:10960858-10961396,538,2058,0.981,Y,Intron:C1orf127,,,
3053,chr1:11037635-11038169,534,2084,0.994,Y,Exon:MASP2;Intron:MASP2,chr1:11037771-11037790(+),,
3108,chr1:11241443-11242421,978,1943,0.927,Y,Exon:MTOR;Intron:MTOR,chr1:11241873-11241892(+),,brainstem
3128,chr1:11320103-11320584,481,1902,0.907,Y,Intergenic,chr1:11320340-11320359(+),,"coronary_artery,uterus,neutrophil,breast_epithelium,ovary,vagina,lymph_node,Ca-Ski"
3133,chr1:11337247-11337909,662,2026,0.966,Y,Intergenic,chr1:11337688-11337707(+),,neutrophil
3176,chr1:11478515-11479308,793,1908,0.91,Y,Promoter:DISP3;Exon:DISP3,"chr1:11478646-11478665(-),chr1:11478649-11478668(+),chr1:11478828-11478847(-),chr1:11478831-11478850(+),chr1:11478903-11478922(+)",,"neutrophil,RKO,breast_epithelium,CP-A"
3215,chr1:11642313-11642744,431,2066,0.985,Y,Intergenic,chr1:11642598-11642617(-),,
3216,chr1:11645673-11646051,378,1938,0.924,Y,Intergenic,chr1:11645851-11645870(-),,
3218,chr1:11650268-11650900,632,1727,0.824,Y,Exon:FBXO2;Intron:FBXO2,"chr1:11650421-11650440(+),chr1:11650565-11650584(-),chr1:11650630-11650649(+),chr1:11650736-11650755(-),chr1:11650739-11650758(-),chr1:11650825-11650844(-)",,"tongue,U2OS,RPE,brainstem,LoVo,MCF-10CA1a,Hep-G2,RUES1,PC-9,HaCaT,MDA-MB-157,RPE1,C4-2B,MCF-10A,Caco-2,FULVR,93-VU147T,SiHa,PLC-PRF-5,Kuramochi,RWPE-1,GM25256,Ca-Ski,LNCaP"
3223,chr1:11663905-11664415,510,1943,0.927,Y,Promoter:FBXO6;Exon:FBXO6,"chr1:11664181-11664200(-),chr1:11664186-11664205(+)",,"U2OS,HEC-1-B,DIvA,MCF-10CA1a"
3243,chr1:11711024-11711640,616,1924,0.918,Y,Intron:DRAXIN,"chr1:11711189-11711208(-),chr1:11711262-11711281(-)",,"brainstem,ovary,EndoC-[beta]H3"
3244,chr1:11719404-11720112,708,2091,0.997,Y,Exon:DRAXIN;Intron:DRAXIN,chr1:11719960-11719979(-),,
3254,chr1:11749099-11749584,485,1759,0.839,Y,Intron:AGTRAP,"chr1:11749196-11749215(-),chr1:11749345-11749364(-)",,"GBM8,FULVR,nephron,EndoC-[beta]H3"
3266,chr1:11785077-11785820,743,2060,0.982,Y,"Exon:C1orf167,MTHFR;Intron:C1orf167",chr1:11785332-11785351(+),,
3279,chr1:11838326-11839030,704,2084,0.994,Y,Promoter:NPPA-AS1;Exon:CLCN6;Intron:CLCN6,"chr1:11838757-11838776(+),chr1:11838837-11838856(+)",,
3286,chr1:11865248-11865879,631,1736,0.828,Y,Intergenic,,,"brainstem,mesenchymal_stromal,uterus,Mutu-LCL,FULVR,ovary,vagina,lymph_node,cortex,CP-A"
3297,chr1:11893849-11894309,460,2080,0.992,Y,Intergenic,"chr1:11894113-11894132(-),chr1:11894140-11894159(-),chr1:11894143-11894162(+)",,
3301,chr1:11907478-11908702,1224,1983,0.946,Y,"Promoter:RNU5E-1,RNU5E-4P;Exon:RNU5E-1",,,"U2OS,HSPC,LoVo,Calu-3,GM25256"
3326,chr1:11966947-11967621,674,1770,0.844,Y,Exon:PLOD1;Intron:PLOD1,"chr1:11967290-11967309(-),chr1:11967384-11967403(-),chr1:11967386-11967405(+),chr1:11967483-11967502(+)",,"U2OS,brainstem,DIvA,LoVo,GBM8,CUTLL1,CP-A"
3335,chr1:12001357-12002501,1144,1864,0.889,Y,Exon:MFN2;Intron:MFN2,"chr1:12001714-12001733(-),chr1:12001931-12001950(-)",,"Calu-3,GFTR230,cortex,EndoC-[beta]H3"
3346,chr1:12031194-12031666,472,1854,0.884,Y,Exon:MIIP;Intron:MIIP,"chr1:12031430-12031449(-),chr1:12031477-12031496(-)",,"GBM8,neutrophil,lymph_node,cortex"
3365,chr1:12079265-12079971,706,1845,0.88,Y,"Promoter:RNU6-777P,RPL23AP89;Intron:TNFRSF8",chr1:12079761-12079780(-),,"neutrophil,lymph_node,cortex"
3377,chr1:12118486-12118980,494,2066,0.985,Y,Intron:TNFRSF8,chr1:12118786-12118805(+),,
3380,chr1:12124749-12125151,402,2080,0.992,Y,Intron:TNFRSF8,chr1:12124952-12124971(+),,
3416,chr1:12208815-12209773,958,2071,0.988,Y,Exon:TNFRSF1B,chr1:12209026-12209045(-),,
3421,chr1:12229495-12230099,604,2062,0.983,Y,Promoter:VPS13D;Exon:VPS13D,chr1:12229938-12229957(+),,
3433,chr1:12275279-12275768,489,1914,0.913,Y,Intron:VPS13D,chr1:12275561-12275580(+),,"neutrophil,FULVR,lymph_node,cortex,EndoC-[beta]H3"
3444,chr1:12314020-12314779,759,1657,0.79,Y,Exon:VPS13D;Intron:VPS13D,chr1:12314511-12314530(+),,"brainstem,mesenchymal_stromal,SMS-CTR,D-54MG,CV-hIPS-B,FB8470,KB,Rh30,FULVR,GM25256,cortex,IMR32"
3541,chr1:12601098-12601696,598,1784,0.851,Y,Exon:DHRS3,"chr1:12601412-12601431(+),chr1:12601654-12601673(+)",,"brainstem,neutrophil,VCaP,cortex,EndoC-[beta]H3"
3549,chr1:12619575-12620197,622,2077,0.99,Y,Promoter:DHRS3,"chr1:12619776-12619795(-),chr1:12620024-12620043(-)",,
3561,chr1:12658596-12659499,903,2083,0.993,Y,Intron:AADACL4,"chr1:12659152-12659171(-),chr1:12659154-12659173(+),chr1:12659246-12659265(+)",,
3629,chr1:13422472-13423192,720,1871,0.892,Y,Intergenic,"chr1:13422659-13422678(+),chr1:13422744-13422763(-)",,"neutrophil,H1,GM25256"
3678,chr1:13665363-13666065,702,2047,0.976,Y,Intergenic,chr1:13665842-13665861(+),,
3697,chr1:13725578-13726448,870,1661,0.792,Y,Intron:PRDM2,chr1:13726021-13726040(-),,"HSPC,LoVo,mesenchymal_stromal,Calu-3,macrophage,R1-hiPSC8,GFTR230,FULVR,GM25256,cortex,EndoC-[beta]H3"
3725,chr1:13813461-13814106,645,1766,0.842,Y,Intron:PRDM2,chr1:13813798-13813817(-),,"A549-ACE2,KMS-11,PC-3,Calu-3,SK-MEL-147,MCF-10A,Caco-2,GFTR230,93-VU147T,VCaP,BLaER,Caov-3,Ca-Ski,CP-A,EndoC-[beta]H3"
3728,chr1:13828635-13829394,759,1854,0.884,Y,Intergenic,"chr1:13829021-13829040(+),chr1:13829272-13829291(+)",,"A549-ACE2,macrophage,neutrophil,CP-A"
3756,chr1:13960162-13960959,797,2081,0.992,Y,Intron:KAZN,chr1:13960565-13960584(-),,
3757,chr1:13965770-13966315,545,1651,0.787,Y,Intron:KAZN,chr1:13965975-13965994(+),,"A549-ACE2,HSPC,IOSE11,NK,Calu-3,macrophage,neutrophil,monocyte,CUTLL1,Caov-3"
3777,chr1:14094973-14095638,665,1557,0.742,Y,Intron:KAZN,chr1:14095185-14095204(+),,"A549-ACE2,brainstem,psoas_muscle,NK,Calu-3,MDA-MB-157,neutrophil,Kasumi-1,Mutu-LCL,MCAS,KB,gastrocnemius_medialis,FULVR,cortex,right_atrium_auricular_region,CP-A,EndoC-[beta]H3,WI-38"
3780,chr1:14113579-14114282,703,1606,0.766,Y,Intron:KAZN,"chr1:14113877-14113896(-),chr1:14114015-14114034(+)",,"A549-ACE2,IOSE11,T-lymphocyte,LoVo,NK,Calu-3,MDA-MB-157,neutrophil,HUVEC-C,AC7,monocyte,gastrocnemius_medialis,FULVR,Tet21N,CP-A,EndoC-[beta]H3,WI-38"
3906,chr1:14731628-14732658,1030,1973,0.941,Y,Intron:KAZN,"chr1:14731739-14731758(-),chr1:14732077-14732096(-)",,"Jurkat,Kasumi-1,MP41,Rh30,GM12872,brain,CP-A"
3917,chr1:14779023-14779571,548,1960,0.935,Y,Intron:KAZN,chr1:14779312-14779331(+),,"neutrophil,Kasumi-1,RWPE-1,CP-A"
3944,chr1:14915064-14915734,670,2057,0.981,Y,Intron:KAZN,"chr1:14915382-14915401(-),chr1:14915530-14915549(+),chr1:14915539-14915558(+)",,
3986,chr1:15027244-15028016,772,2056,0.98,Y,Intron:KAZN,chr1:15027672-15027691(-),,Kasumi-1
3990,chr1:15046532-15047134,602,2070,0.987,Y,Intron:KAZN,"chr1:15046705-15046724(-),chr1:15047055-15047074(-)",,
3998,chr1:15062352-15063026,674,1690,0.806,Y,Intron:KAZN,chr1:15062663-15062682(+),,"mesenchymal_stromal,uterus,gastrocnemius_medialis,FULVR,ovary,cortex,pancreatic_islets"
4011,chr1:15100026-15100843,817,2075,0.99,Y,Exon:KAZN,,,
4017,chr1:15128195-15129480,1285,2073,0.989,Y,Intron:TMEM51-AS1,chr1:15128694-15128713(+),,
4021,chr1:15152255-15153068,813,1735,0.827,Y,"Promoter:TMEM51,TMEM51-AS1;Exon:TMEM51,TMEM51-AS1;Intron:TMEM51-AS1",chr1:15152481-15152500(+),,"OCI-Ly1,B-cell,GM10847,KMS-11,NK,Jurkat,HL-60,T-cell,neutrophil,Kasumi-1,DoHH2,Mutu-LCL,mesothelial_epicardium,DND-41,OCI-Ly3,SU-DHL-6,GM12874,GM12872,CUTLL1"
4023,chr1:15154047-15154680,633,1924,0.918,Y,"Promoter:TMEM51,TMEM51-AS1;Intron:TMEM51",chr1:15154218-15154237(-),,"neutrophil,Kasumi-1,OCI-Ly3"
4070,chr1:15272136-15273157,1021,2047,0.976,Y,Exon:FHAD1;Intron:FHAD1,"chr1:15272537-15272556(+),chr1:15272720-15272739(-)",,FULVR
4081,chr1:15304645-15305452,807,2068,0.986,Y,Intron:FHAD1,chr1:15304905-15304924(-),,
4087,chr1:15323556-15323927,371,2078,0.991,Y,Promoter:LOC124903852;Intron:FHAD1,chr1:15323714-15323733(+),,
4128,chr1:15430532-15431569,1037,2081,0.992,Y,Intergenic,"chr1:15431308-15431327(-),chr1:15431310-15431329(+)",,
4147,chr1:15501392-15501807,415,2017,0.962,Y,Intron:CASP9,chr1:15501581-15501600(-),,"ovary,cortex"
4170,chr1:15594862-15595561,699,1731,0.825,Y,Intron:LOC124903854,chr1:15595278-15595297(+),,"U2OS,mesenchymal_stromal,CV-hIPS-B,neutrophil,Mutu-LCL,R1-hiPSC8,FULVR,cortex"
4214,chr1:15741298-15741777,479,2064,0.984,Y,Promoter:TMEM82;Exon:SLC25A34;Intron:SLC25A34-AS1,chr1:15741530-15741549(-),,
4233,chr1:15791971-15792687,716,2090,0.997,Y,Promoter:RPL12P14,chr1:15792194-15792213(+),,
4236,chr1:15803055-15803890,835,1750,0.835,Y,Intergenic,chr1:15803530-15803549(+),,"LoVo,cortex,brain,WI-38"
4238,chr1:15815281-15815917,636,2002,0.955,Y,Intergenic,chr1:15815700-15815719(+),,"HSPC,FULVR,cortex"
4287,chr1:15994296-15995085,789,2004,0.956,Y,Promoter:TBC1D3P6,"chr1:15994711-15994730(-),chr1:15994713-15994732(+)",,
4291,chr1:16008905-16009419,514,2070,0.987,Y,Intergenic,chr1:16009187-16009206(+),,
4299,chr1:16032671-16033179,508,2066,0.985,Y,Exon:CLCNKA;Intron:CLCNKA,"chr1:16032906-16032925(+),chr1:16033003-16033022(-)",,
4304,chr1:16055906-16056512,606,2085,0.994,Y,Exon:CLCNKB;Intron:CLCNKB,"chr1:16056160-16056179(+),chr1:16056257-16056276(-)",,
4308,chr1:16073490-16074028,538,1641,0.783,Y,Promoter:FAM131C;Exon:FAM131C,chr1:16073659-16073678(+),,"MCF-10CA1a,erythroblasts,BJ,neutrophil,RKO,SU-DHL-6,SEM,93-VU147T,HMS001,MDA-MB-231,Ca-Ski"
4309,chr1:16078850-16079338,488,2052,0.979,Y,Intergenic,"chr1:16079043-16079062(+),chr1:16079101-16079120(-)",,
4310,chr1:16082273-16082708,435,2030,0.968,Y,Intergenic,chr1:16082503-16082522(+),,
4354,chr1:16187739-16188139,400,2089,0.996,Y,Intergenic,"chr1:16187918-16187937(-),chr1:16187921-16187940(-)",,
4374,chr1:16244342-16245016,674,2053,0.979,Y,Intergenic,"chr1:16244563-16244582(-),chr1:16244994-16245013(+)",,
4394,chr1:16352181-16352852,671,1820,0.868,Y,Promoter:FBXO42;Exon:FBXO42;Intron:FBXO42,chr1:16352551-16352570(+),,"IOSE11,macrophage,LCL1,mesothelial_epicardium,Ca-Ski"
4395,chr1:16363102-16363737,635,1919,0.915,Y,Intergenic,chr1:16363536-16363555(-),,"HSPC,mesenchymal_stromal,cortex"
4414,chr1:16440125-16441201,1076,2082,0.993,Y,Promoter:NECAP2;Exon:NECAP2;Intron:NECAP2,"chr1:16440322-16440341(+),chr1:16440552-16440571(+),chr1:16440572-16440591(+),chr1:16440611-16440630(+),chr1:16440743-16440762(+)",,
4470,chr1:16621016-16621438,422,2036,0.971,Y,Intron:LOC124900584,chr1:16621193-16621212(-),,EndoC-[beta]H3
4473,chr1:16624786-16625257,471,1926,0.918,Y,Intron:LOC124900584,"chr1:16625073-16625092(+),chr1:16625117-16625136(-)",,"neutrophil,lymph_node"
4481,chr1:16644255-16645155,900,1768,0.843,Y,"Promoter:CROCCP2,MST1P2;Exon:CROCCP2;Intron:CROCCP2","chr1:16644476-16644495(-),chr1:16644780-16644799(+)",,"brainstem,RMG-II,MCF-10CA1a,D-54MG,HPF,AG04450,HEEpiC,GM12872,AG10803"
4586,chr1:16951632-16952204,572,2054,0.979,Y,Intron:CROCC,chr1:16951857-16951876(+),,
4588,chr1:16960554-16961185,631,1749,0.834,Y,Exon:CROCC;Intron:CROCC,"chr1:16960730-16960749(-),chr1:16960811-16960830(-),chr1:16961184-16961203(-)",,"RPE,brainstem,MCF-10CA1a,Rh4,Jurkat,GBM8,SK-MEL-147,BT-245,MP41,Mutu-LCL,NALM-6,MOLT-14,DND-41,T-47D,Rh30,SiHa,M14,HAP-1,CUTLL1,LUHMES"
4591,chr1:16963408-16963854,446,1761,0.84,Y,Intron:CROCC,"chr1:16963493-16963512(+),chr1:16963644-16963663(+)",,"LoVo,WA01,macrophage,EndoC-[beta]H3"
4604,chr1:16986624-16987525,901,1556,0.742,Y,Exon:ATP13A2;Intron:ATP13A2,,,"brainstem,psoas_muscle,T-lymphocyte,tibial_nerve,testis,uterus,AT1-like,macrophage,neutrophil,LCL1,liver,thyroid_gland,adrenal_gland,stomach,breast_epithelium,gastrocnemius_medialis,spleen,ovary,vagina,lymph_node,Ca-Ski,CP-A,EndoC-[beta]H3"
4624,chr1:17045892-17046471,579,1931,0.921,Y,Intron:SDHB,chr1:17046265-17046284(-),,"HSPC,mesenchymal_stromal,Mutu-LCL,cortex,IMR32"
4627,chr1:17059433-17060085,652,1984,0.946,Y,Intergenic,"chr1:17059828-17059847(+),chr1:17059865-17059884(-)",,
4636,chr1:17075326-17076005,679,1556,0.742,Y,Exon:PADI2;Intron:PADI2,"chr1:17075597-17075616(-),chr1:17075759-17075778(-)",,"brainstem,tibial_nerve,testis,uterus,BT-245,thyroid_gland,stomach,FULVR,nephron,ovary,retina,RWPE-1,cortex,EndoC-[beta]H3"
4651,chr1:17125679-17126176,497,2090,0.997,Y,Intergenic,chr1:17125924-17125943(+),,
4698,chr1:17236993-17237660,667,2072,0.988,Y,Exon:PADI1;Intron:PADI1,"chr1:17237219-17237238(-),chr1:17237293-17237312(-)",,
4713,chr1:17274039-17274587,548,1919,0.915,Y,Intron:PADI3,chr1:17274381-17274400(-),,"WA01,uterus,ovary,vagina,right_atrium_auricular_region,EndoC-[beta]H3"
4727,chr1:17335550-17336728,1178,2050,0.978,Y,Exon:PADI4;Intron:PADI4,chr1:17336274-17336293(-),,
4745,chr1:17405894-17406579,685,2046,0.976,Y,Promoter:RCC2-AS1,"chr1:17406129-17406148(+),chr1:17406335-17406354(-),chr1:17406412-17406431(-)",,
4749,chr1:17419553-17420457,904,2072,0.988,Y,Intron:RCC2,chr1:17420017-17420036(+),,
4767,chr1:17477134-17477943,809,1995,0.951,Y,Intergenic,,,"neutrophil,FULVR,cortex"
4768,chr1:17485243-17485715,472,1648,0.786,Y,Intergenic,chr1:17485468-17485487(-),,"U2OS,LoVo,uterus,GBM8,neutrophil,ovary,lymph_node,brain,LNCaP"
4770,chr1:17494151-17494644,493,2082,0.993,Y,Intergenic,"chr1:17494239-17494258(-),chr1:17494425-17494444(+)",,
4771,chr1:17502056-17502943,887,2080,0.992,Y,Intergenic,"chr1:17502228-17502247(+),chr1:17502486-17502505(+)",,
4810,chr1:17606776-17607238,462,2069,0.987,Y,Intron:ARHGEF10L,chr1:17607021-17607040(-),,
4827,chr1:17653719-17654153,434,1993,0.95,Y,Intron:ARHGEF10L,chr1:17653939-17653958(+),,"NK,neutrophil,lymph_node"
4829,chr1:17661459-17662242,783,2069,0.987,Y,Intron:ARHGEF10L,chr1:17661747-17661766(+),,
4872,chr1:17826018-17826615,597,1891,0.902,Y,Exon:ACTL8,chr1:17826276-17826295(-),,"brainstem,neutrophil,ovary"
4893,chr1:17922717-17923231,514,1740,0.83,Y,Intergenic,chr1:17923027-17923046(+),,"LoVo,NK,uterus,GBM8,MDA-MB-157,neutrophil,mesothelial_epicardium,thyroid_gland,ovary"
4901,chr1:17984274-17985235,961,1895,0.904,Y,Intergenic,chr1:17984685-17984704(+),,"brainstem,uterus,GBM8,FULVR,ovary,HEEpiC,vagina"
4918,chr1:18100119-18100884,765,2017,0.962,Y,Intergenic,chr1:18100660-18100679(-),,FULVR
4948,chr1:18234752-18235289,537,1937,0.924,Y,Intron:IGSF21,"chr1:18234908-18234927(-),chr1:18234948-18234967(-)",,"FULVR,ovary"
4958,chr1:18299466-18300118,652,1935,0.923,Y,Promoter:LOC124903863;Intron:IGSF21,"chr1:18299894-18299913(+),chr1:18300102-18300121(-)",,"brainstem,IOSE11"
5014,chr1:18556155-18556774,619,1526,0.728,Y,Intergenic,chr1:18556571-18556590(+),,"HSPC,IOSE11,uterus,GBM8,neutrophil,gastrocnemius_medialis,spleen,FULVR,ovary,retina,lymph_node,cortex"
5019,chr1:18575298-18576010,712,1801,0.859,Y,Intergenic,"chr1:18575511-18575530(+),chr1:18575757-18575776(-)",,"A549-ACE2,NK,Jurkat,HL-60,GM19239,GM19240,neutrophil,GM19193,HPF,GM19099,GM12864,WI-38"
5020,chr1:18581301-18581851,550,1999,0.953,Y,Intergenic,chr1:18581606-18581625(-),,"brainstem,neutrophil,ovary"
5022,chr1:18597184-18597815,631,2076,0.99,Y,Intergenic,chr1:18597579-18597598(+),,neutrophil
5044,chr1:18681243-18681758,515,1916,0.914,Y,Intron:PAX7,chr1:18681565-18681584(-),,"HSPC,uterus,neutrophil,FULVR,ovary,lymph_node,cortex"
5072,chr1:18820561-18821376,815,2069,0.987,Y,Intergenic,"chr1:18820652-18820671(-),chr1:18820941-18820960(-),chr1:18820970-18820989(+)",,neutrophil
5084,chr1:18874824-18875809,985,2061,0.983,Y,Exon:ALDH4A1;Intron:ALDH4A1,"chr1:18875306-18875325(+),chr1:18875395-18875414(-),chr1:18875645-18875664(-)",,
5085,chr1:18883938-18884544,606,2067,0.986,Y,Promoter:MIR4695;Intron:ALDH4A1,chr1:18884305-18884324(+),,
5090,chr1:18906706-18907519,813,2075,0.99,Y,Exon:IFFO2,"chr1:18907109-18907128(+),chr1:18907316-18907335(+)",,
5092,chr1:18913019-18913477,458,2083,0.993,Y,Intron:IFFO2,chr1:18913204-18913223(-),,
5162,chr1:19096118-19096804,686,1645,0.784,Y,Exon:UBR4;Intron:UBR4,chr1:19096417-19096436(-),,"brainstem,NK,RUES1,CV-hIPS-B,macrophage,neutrophil,Mutu-LCL,mesothelial_epicardium,R1-hiPSC4,R1-hiPSC8,CUTLL1"
5169,chr1:19113590-19114041,451,1711,0.816,Y,Exon:UBR4;Intron:UBR4,chr1:19113799-19113818(-),,"RUES1,CV-hIPS-B,macrophage,neutrophil,R1-hiPSC1,GM25256"
5195,chr1:19241116-19241664,548,2064,0.984,Y,Exon:EMC1;Intron:EMC1,chr1:19241423-19241442(-),,
5220,chr1:19341463-19341904,441,2035,0.97,Y,Intron:CAPZB,"chr1:19341651-19341670(+),chr1:19341830-19341849(-)",,
5222,chr1:19344284-19344780,496,2029,0.968,Y,Exon:CAPZB;Intron:CAPZB,chr1:19344526-19344545(+),,
5239,chr1:19390929-19391939,1010,2018,0.962,Y,Intron:CAPZB,chr1:19391504-19391523(+),,brainstem
5289,chr1:19487606-19488325,719,1818,0.867,Y,Intron:LOC105376819,,,"mesenchymal_stromal,brain"
5308,chr1:19582019-19582792,773,1975,0.942,Y,Intergenic,chr1:19582424-19582443(-),,"brainstem,EFO-27,mesothelial_epicardium,ovary,cortex"
5329,chr1:19651134-19651534,400,1805,0.861,Y,"Intron:MICOS10-NBL1,NBL1",,,"tongue,PC-9,GM25256,neutrophil"
5330,chr1:19653603-19654089,486,2067,0.986,Y,"Intron:MICOS10-NBL1,NBL1",chr1:19653861-19653880(-),,
5331,chr1:19659673-19660380,707,1991,0.949,Y,Intergenic,chr1:19659999-19660018(-),,neutrophil
5332,chr1:19661634-19662172,538,1865,0.889,Y,Intergenic,chr1:19661916-19661935(+),,"FULVR,Mutu-LCL,CD36,KB,mesenchymal_stromal,FB8470"
5349,chr1:19704203-19704956,753,2063,0.984,Y,Intron:TMCO4,chr1:19704707-19704726(-),,
5351,chr1:19715574-19716123,549,2070,0.987,Y,Intron:TMCO4,"chr1:19715773-19715792(-),chr1:19715775-19715794(+)",,
5361,chr1:19762108-19762883,775,2004,0.956,Y,Intron:TMCO4,"chr1:19762373-19762392(+),chr1:19762882-19762901(-)",,neutrophil
5376,chr1:19811181-19811702,521,1800,0.858,Y,Intergenic,chr1:19811406-19811425(-),,"EndoC-[beta]H3,right_atrium_auricular_region,ovary,VCaP,neutrophil"
5391,chr1:19882064-19882685,621,2077,0.99,Y,Promoter:OTUD3;Exon:OTUD3;Intron:LOC105376823,chr1:19882255-19882274(+),,
5400,chr1:19917689-19918576,887,2061,0.983,Y,Intergenic,"chr1:19918149-19918168(-),chr1:19918176-19918195(+)",,
5409,chr1:19974713-19975269,556,1971,0.94,Y,Intergenic,"chr1:19974818-19974837(-),chr1:19974958-19974977(+)",,"cortex,LCL1,neutrophil"
5435,chr1:20100856-20101321,465,2009,0.958,Y,Intergenic,chr1:20100998-20101017(-),,neutrophil
5449,chr1:20152268-20152790,522,2080,0.992,Y,Promoter:LOC117779438,chr1:20152507-20152526(-),,
5453,chr1:20165387-20165989,602,1520,0.725,Y,Intron:PLA2G2C,chr1:20165603-20165622(+),,"brainstem,FULVR,vagina,brain,HSPC,nephron,thyroid_gland,macrophage,thoracic_aorta,tibial_nerve,tibial_artery,uterus,retina,neutrophil,stomach"
5466,chr1:20195038-20195771,733,2055,0.98,Y,Promoter:LOC105376825;Exon:UBXN10,chr1:20195353-20195372(-),,
5470,chr1:20212583-20213253,670,2026,0.966,Y,Promoter:LOC105376826;Exon:LOC105376826,"chr1:20213013-20213032(+),chr1:20213143-20213162(+)",,Tet21N
5479,chr1:20233262-20234279,1017,1511,0.721,Y,Intergenic,,,"FULVR,CV-hIPS-B,Caco-2,vagina,LoVo,pancreatic_islets,mesenchymal_stromal,ovary,uterus,retina,neutrophil"
5510,chr1:20361738-20362175,437,2039,0.972,Y,Exon:LINC01141;Intron:LINC01141,chr1:20361974-20361993(+),,
5512,chr1:20376634-20377416,782,2036,0.971,Y,Exon:LINC01141;Intron:LINC01141,"chr1:20376939-20376958(-),chr1:20377071-20377090(+)",,
5523,chr1:20430149-20430962,813,1986,0.947,Y,Promoter:LINC01141,"chr1:20430592-20430611(-),chr1:20430901-20430920(-)",,"ovary,neutrophil"
5549,chr1:20493736-20494532,796,2087,0.995,Y,Intergenic,chr1:20493963-20493982(-),,
5554,chr1:20522335-20522754,419,2080,0.992,Y,Intergenic,chr1:20522499-20522518(+),,
5565,chr1:20574982-20575658,676,1983,0.946,Y,Intergenic,"chr1:20575300-20575319(+),chr1:20575413-20575432(+)",,"cortex,WA01"
5585,chr1:20632983-20633542,559,2089,0.996,Y,"Promoter:MIR6084,PINK1;Exon:PINK1","chr1:20633385-20633404(-),chr1:20633481-20633500(+)",,
5589,chr1:20639852-20640740,888,2053,0.979,Y,Exon:PINK1;Intron:PINK1,"chr1:20639994-20640013(-),chr1:20640301-20640320(-),chr1:20640333-20640352(+),chr1:20640558-20640577(-),chr1:20640618-20640637(+)",,
5593,chr1:20661241-20661945,704,1734,0.827,Y,"Promoter:DDOST;Exon:DDOST,KIF17;Intron:KIF17","chr1:20661305-20661324(+),chr1:20661697-20661716(-)",,"MCF-10CA1a,macrophage,GM25256"
5605,chr1:20696408-20697184,776,2078,0.991,Y,Intron:KIF17,"chr1:20696491-20696510(+),chr1:20696579-20696598(-),chr1:20696592-20696611(+),chr1:20696595-20696614(+),chr1:20696624-20696643(+)",,
5615,chr1:20732675-20733657,982,1562,0.745,Y,Promoter:SH2D5;Exon:SH2D5,chr1:20732898-20732917(-),,"LNCaP,FULVR,cortex,T-47D,mesothelial_epicardium,U2OS,macrophage,neutrophil,RUES1"
5701,chr1:21195114-21195797,683,2049,0.977,Y,Intergenic,"chr1:21195295-21195314(+),chr1:21195298-21195317(+),chr1:21195346-21195365(-)",,
5706,chr1:21216696-21217400,704,2026,0.966,Y,Exon:ECE1,chr1:21217038-21217057(+),,
5708,chr1:21217872-21218316,444,1537,0.733,Y,Exon:ECE1,"chr1:21218044-21218063(+),chr1:21218074-21218093(-),chr1:21218076-21218095(+)",,"brainstem,spleen,FULVR,93-VU147T,esophagus_squamous_epithelium,mesothelial_epicardium,placenta,nephron,thyroid_gland,uterus,VCaP,stomach"
5709,chr1:21231740-21232659,919,2029,0.968,Y,Intron:ECE1,chr1:21232142-21232161(+),,FULVR
5712,chr1:21244752-21245899,1147,1527,0.728,Y,Exon:ECE1;Intron:ECE1,"chr1:21244885-21244904(-),chr1:21245158-21245177(-),chr1:21245171-21245190(+),chr1:21245575-21245594(-)",,"adrenal_gland,middle_frontal_area_46,LNCaP,brainstem,neuron,cortex,mesothelial_epicardium,lymph_node,GBM8,placenta,thyroid_gland,tibial_nerve,tibial_artery,brain_organoid,uterus,VCaP,stomach,gastrocnemius_medialis"
5715,chr1:21255178-21255612,434,2061,0.983,Y,Intron:ECE1,chr1:21255377-21255396(+),,
5721,chr1:21270019-21270601,582,2062,0.983,Y,Intron:ECE1,"chr1:21270364-21270383(-),chr1:21270422-21270441(+)",,
